Id,SalePrice
1461,124616.89
1462,166184.31
1463,184356.28
1464,199623.06
1465,184020.78
1466,173945.9
1467,173896.48
1468,164336.4
1469,179936.47
1470,126449.99
1471,194476.55
1472,92301.72
1473,97541.625
1474,150756.89
1475,117922.3
1476,380804.6
1477,255158.0
1478,283396.16
1479,270185.16
1480,497258.38
1481,340726.12
1482,205051.81
1483,174107.39
1484,167852.94
1485,178649.95
1486,194022.48
1487,333506.8
1488,232319.94
1489,206314.45
1490,228552.42
1491,191923.78
1492,92772.72
1493,184239.23
1494,286800.47
1495,292313.22
1496,245782.11
1497,181320.42
1498,164746.9
1499,155143.05
1500,154885.83
1501,173112.17
1502,149499.53
1503,305684.75
1504,240714.9
1505,229799.95
1506,181880.16
1507,249119.64
1508,203617.38
1509,160658.95
1510,147856.62
1511,146340.16
1512,176855.95
1513,143332.94
1514,157306.62
1515,185749.6
1516,148349.84
1517,161073.78
1518,130890.195
1519,225537.53
1520,135321.92
1521,137359.78
1522,165773.08
1523,115904.234
1524,125686.3
1525,126695.516
1526,118851.945
1527,103136.22
1528,130703.21
1529,150973.56
1530,170842.94
1531,111594.91
1532,98881.83
1533,149960.48
1534,118647.64
1535,151940.17
1536,107943.414
1537,68933.695
1538,162758.61
1539,186885.02
1540,94702.266
1541,137021.44
1542,138309.23
1543,215569.25
1544,87442.734
1545,110749.695
1546,130498.82
1547,135331.08
1548,131287.0
1549,115829.42
1550,132255.77
1551,111572.984
1552,137574.25
1553,147588.23
1554,122389.44
1555,161908.52
1556,90030.95
1557,109325.14
1558,93425.125
1559,85705.305
1560,135067.53
1561,139125.47
1562,130047.83
1563,122289.336
1564,156965.86
1565,149390.22
1566,243460.66
1567,72489.84
1568,235505.88
1569,139506.8
1570,138875.06
1571,116182.9
1572,144377.38
1573,239981.19
1574,109898.625
1575,229452.2
1576,241619.7
1577,194913.06
1578,143591.8
1579,146731.86
1580,188574.73
1581,152201.06
1582,128172.836
1583,315560.97
1584,223779.81
1585,141616.17
1586,66012.61
1587,105055.44
1588,150716.5
1589,102764.8
1590,132921.52
1591,99598.94
1592,111459.72
1593,120845.94
1594,138848.05
1595,111351.56
1596,239234.88
1597,184639.39
1598,191550.94
1599,163702.73
1600,159398.05
1601,65484.21
1602,109067.82
1603,85434.21
1604,272491.28
1605,242859.11
1606,175485.0
1607,161289.75
1608,219585.9
1609,186562.52
1610,159293.03
1611,136014.52
1612,170969.42
1613,164835.08
1614,124077.91
1615,85727.54
1616,67334.96
1617,86858.195
1618,127345.78
1619,137993.42
1620,164199.95
1621,139381.12
1622,140189.92
1623,297977.72
1624,220186.06
1625,119517.445
1626,156875.61
1627,188145.94
1628,272483.25
1629,175983.92
1630,370119.78
1631,207559.75
1632,241981.05
1633,171980.7
1634,188388.86
1635,178494.81
1636,152429.28
1637,200086.03
1638,188549.38
1639,177410.38
1640,261115.78
1641,171874.45
1642,237787.77
1643,222667.5
1644,237420.89
1645,191806.5
1646,159884.31
1647,156873.52
1648,131681.86
1649,140300.66
1650,118546.3
1651,118205.02
1652,95222.555
1653,102500.625
1654,146294.38
1655,144211.28
1656,144394.31
1657,149211.11
1658,150294.94
1659,125683.78
1660,155102.67
1661,440900.28
1662,401726.06
1663,380284.53
1664,472438.2
1665,296261.72
1666,327040.28
1667,396080.66
1668,333055.78
1669,281949.84
1670,338390.38
1671,268684.8
1672,486145.34
1673,294638.75
1674,246806.9
1675,193838.1
1676,196205.52
1677,224927.92
1678,490360.72
1679,418495.84
1680,346505.28
1681,241086.62
1682,306771.44
1683,178741.64
1684,173349.58
1685,172876.73
1686,168177.89
1687,168696.1
1688,189461.25
1689,189649.98
1690,190804.16
1691,179543.25
1692,262928.94
1693,169195.89
1694,181637.48
