Id,SalePrice
1461,128414.85
1462,165717.11
1463,184536.77
1464,194052.1
1465,183607.25
1466,169749.94
1467,170525.84
1468,165660.7
1469,179377.75
1470,127890.91
1471,188005.5
1472,95384.61
1473,100834.62
1474,150922.17
1475,117717.8
1476,367498.4
1477,251498.4
1478,269540.72
1479,275291.9
1480,464630.44
1481,335104.72
1482,202825.88
1483,170908.28
1484,164397.38
1485,177947.19
1486,192015.14
1487,339950.72
1488,229649.44
1489,197447.39
1490,222651.36
1491,192261.6
1492,94462.33
1493,176303.1
1494,282255.75
1495,283614.88
1496,242823.69
1497,180201.97
1498,165560.56
1499,155776.4
1500,157685.73
1501,173758.23
1502,146603.73
1503,297510.9
1504,234673.64
1505,223954.02
1506,180359.97
1507,244182.42
1508,200919.92
1509,162288.5
1510,148138.62
1511,144696.06
1512,172614.97
1513,146889.23
1514,156847.94
1515,181182.12
1516,146663.31
1517,157688.14
1518,133887.78
1519,213863.92
1520,134938.78
1521,136859.75
1522,164182.58
1523,118240.99
1524,127111.36
1525,125856.625
1526,120399.83
1527,106411.57
1528,131659.64
1529,150255.81
1530,167874.7
1531,111191.96
1532,99727.35
1533,150770.11
1534,120063.64
1535,150295.5
1536,111848.17
1537,73130.195
1538,157944.61
1539,188049.97
1540,97298.02
1541,140703.98
1542,139099.47
1543,205885.97
1544,86080.97
1545,113692.45
1546,134246.67
1547,134080.86
1548,133515.72
1549,116661.66
1550,136777.42
1551,111854.14
1552,142988.34
1553,147934.33
1554,120517.234
1555,165607.0
1556,93320.23
1557,108548.98
1558,94246.73
1559,78966.8
1560,137310.53
1561,140437.73
1562,132309.38
1563,122719.5
1564,155213.8
1565,147995.58
1566,234117.27
1567,76425.76
1568,233315.3
1569,140749.48
1570,138445.95
1571,118053.95
1572,142615.73
1573,250930.38
1574,115409.1
1575,220753.12
1576,236575.36
1577,188496.69
1578,140231.1
1579,147708.92
1580,191305.58
1581,155731.7
1582,128608.49
1583,308680.78
1584,222630.97
1585,142771.69
1586,71286.73
1587,103333.72
1588,149127.88
1589,105945.47
1590,133526.4
1591,95270.516
1592,111291.69
1593,120418.55
1594,142808.72
1595,112327.17
1596,235767.67
1597,184368.77
1598,203746.36
1599,165308.45
1600,160352.66
1601,71101.57
1602,113243.484
1603,83905.92
1604,261794.48
1605,242965.67
1606,167645.92
1607,164431.88
1608,212260.53
1609,182857.94
1610,159030.6
1611,137781.7
1612,167485.16
1613,162704.6
1614,123295.02
1615,89701.5
1616,76694.38
1617,93468.97
1618,125429.45
1619,142291.84
1620,164122.61
1621,139363.31
1622,142433.86
1623,273739.97
1624,212606.36
1625,123274.56
1626,160919.62
1627,187818.22
1628,271237.97
1629,175772.42
1630,354994.88
1631,208978.69
1632,236196.4
1633,169884.67
1634,186376.52
1635,175653.94
1636,150615.34
1637,199440.02
1638,185993.16
1639,176790.69
1640,252665.81
1641,171155.56
1642,230035.45
1643,220241.92
1644,229004.27
1645,190674.64
1646,158057.17
1647,158126.97
1648,132221.97
1649,144481.23
1650,120490.46
1651,120846.86
1652,99843.164
1653,104686.086
1654,146743.2
1655,145904.25
1656,146387.19
1657,150252.52
1658,149434.39
1659,125774.31
1660,153940.4
1661,400904.75
1662,392731.94
1663,376746.56
1664,423937.66
1665,292707.4
1666,316283.16
1667,349964.44
1668,326754.7
1669,286742.22
1670,336908.16
